Advice,SetGoals,PayFullCC,Own,agecat,region,ABSORBSHOCK
Well,StronglyAgree,Always,Neutral,62to69,W,Certain
Completely,Neither,Often,NoWay,18to24,NE,Certain
Somewhat,Neither,Always,Neutral,18to24,South,ProbablyNot
Well,Neither,Always,Disagree,62to69,MW,Certain
Well,Agree,Always,Neutral,75up,MW,Certain
Well,StronglyAgree,Always,NoWay,62to69,South,Certain
Completely,StronglyAgree,NAorNever,Disagree,25to34,MW,Certain
Well,Agree,Always,Agree,75up,MW,Certain
Somewhat,Neither,Always,Disagree,70to74,South,Probably
Completely,Agree,Always,Agree,25to34,NE,Certain
Completely,StronglyAgree,Often,Disagree,62to69,South,DontKnow
Somewhat,Neither,Often,Neutral,25to34,MW,Certain
Somewhat,Agree,Always,Disagree,62to69,MW,Certain
Little,Agree,Sometimes,Disagree,45to54,MW,Certain
Somewhat,Agree,Always,NoWay,62to69,NE,Certain
Completely,StronglyAgree,Always,Neutral,62to69,MW,Certain
Little,Agree,Always,Neutral,75up,South,Certain
Somewhat,Disagree,Always,Disagree,25to34,W,Certain
Completely,Agree,NAorNever,Absolutely,62to69,NE,Certain
Completely,StronglyAgree,Always,Neutral,45to54,MW,Certain
Somewhat,Agree,Always,Disagree,25to34,NE,Certain
Well,Agree,Always,Neutral,25to34,MW,Certain
Somewhat,Neither,Always,NA,75up,MW,Certain
Well,Agree,Always,NoWay,75up,NE,Certain
Not,StronglyAgree,NAorNever,NoWay,45to54,South,CouldNot
Completely,StronglyAgree,NAorNever,Agree,62to69,South,Certain
Well,Agree,Always,NoWay,45to54,MW,Certain
Well,Agree,Always,Neutral,75up,South,Certain
Well,Agree,Often,Neutral,35to44,South,Probably
Somewhat,Agree,Always,Neutral,35to44,NE,Certain
Somewhat,Agree,Always,Neutral,55to61,South,Certain
Somewhat,Neither,NAorNever,Neutral,25to34,South,CouldNot
Well,Agree,Sometimes,Neutral,75up,South,Certain
Somewhat,Disagree,Always,Neutral,70to74,MW,Certain
Well,StronglyAgree,NAorNever,NoWay,62to69,South,Certain
Little,StronglyAgree,Seldom,Neutral,25to34,NE,CouldNot
Little,Agree,NAorNever,Disagree,35to44,W,CouldNot
Well,Agree,Always,Absolutely,75up,South,Certain
Somewhat,Disagree,NAorNever,Disagree,18to24,NE,CouldNot
Completely,Agree,Often,Neutral,25to34,South,CouldNot
Well,Agree,Always,Agree,70to74,NE,Certain
Somewhat,Agree,Sometimes,Neutral,18to24,W,ProbablyNot
Somewhat,Neither,Always,Neutral,55to61,NE,Certain
Somewhat,Disagree,NAorNever,Absolutely,25to34,MW,CouldNot
Little,Disagree,NAorNever,Agree,45to54,South,Certain
Well,Agree,Always,Agree,35to44,W,Certain
Somewhat,Disagree,Always,Neutral,75up,South,Certain
Well,Agree,Seldom,Neutral,45to54,South,Certain
Well,Agree,Always,Disagree,70to74,South,CouldNot
Well,Agree,Always,Agree,25to34,South,Certain
Well,Agree,Always,Neutral,62to69,W,Certain
Somewhat,Agree,Always,Disagree,25to34,South,Certain
Somewhat,Disagree,Sometimes,Disagree,35to44,MW,CouldNot
Well,Agree,Often,Agree,55to61,NE,Certain
Well,Agree,Always,Agree,35to44,South,Certain
Well,Neither,Always,Disagree,75up,South,Certain
Well,Agree,NAorNever,Agree,25to34,NE,Certain
Well,Agree,Always,Disagree,45to54,MW,Certain
Well,StronglyAgree,Often,Neutral,62to69,South,Certain
Somewhat,Agree,Always,Disagree,62to69,South,Certain
Somewhat,Agree,NAorNever,Neutral,18to24,MW,ProbablyNot
Well,Agree,NAorNever,Agree,25to34,NE,Certain
Completely,Agree,NAorNever,Neutral,62to69,W,Certain
Somewhat,Agree,Always,Agree,62to69,W,Certain
Somewhat,Neither,Often,Neutral,62to69,MW,Probably
Well,Agree,Always,Neutral,62to69,South,Certain
Well,Agree,Always,NoWay,25to34,W,Certain
Well,Agree,Sometimes,Neutral,62to69,NE,CouldNot
Well,Agree,Always,Neutral,35to44,MW,Certain
Completely,StronglyAgree,Always,Disagree,75up,South,Certain
Well,Agree,Sometimes,Agree,18to24,W,ProbablyNot
Completely,Agree,Always,Neutral,18to24,South,Certain
Little,Agree,Always,Agree,45to54,South,Certain
Somewhat,Agree,Seldom,Neutral,45to54,NE,CouldNot
Somewhat,Disagree,Always,NoWay,45to54,South,Certain
Somewhat,Disagree,Always,Absolutely,35to44,South,Certain
Somewhat,Agree,Always,Agree,70to74,NE,Certain
Well,Neither,Always,Neutral,25to34,NE,Probably
Well,StronglyAgree,Often,Absolutely,18to24,South,Certain
Somewhat,Agree,Always,Neutral,75up,MW,DontKnow
Somewhat,Neither,Always,Neutral,45to54,South,Certain
Well,Neither,Always,Neutral,35to44,MW,Certain
Somewhat,Disagree,Always,Neutral,75up,NE,Certain
Well,Agree,Always,Neutral,45to54,South,NA
Completely,Agree,Always,Neutral,45to54,South,Certain
Well,Neither,NAorNever,Neutral,62to69,NE,Certain
Completely,Agree,Often,Neutral,62to69,South,Certain
Well,StronglyAgree,NAorNever,Neutral,55to61,South,Probably
Somewhat,Neither,Always,Agree,18to24,MW,Certain
Not,Disagree,Sometimes,Neutral,18to24,South,DontKnow
Somewhat,Agree,Always,Neutral,62to69,NE,Certain
Well,Neither,Always,Neutral,35to44,W,Certain
Completely,StronglyAgree,Always,Neutral,25to34,W,Certain
Well,Disagree,Sometimes,Neutral,35to44,South,Probably
Completely,StronglyAgree,Always,Neutral,62to69,NE,Certain
Somewhat,Disagree,NAorNever,Agree,55to61,South,Probably
Completely,Agree,Sometimes,Neutral,62to69,South,Probably
Completely,Agree,Always,Neutral,75up,South,Certain
Not,StronglyAgree,Sometimes,Neutral,25to34,South,Certain
Somewhat,Agree,Seldom,Disagree,25to34,MW,Probably
Somewhat,Agree,Often,Agree,45to54,W,Certain
Somewhat,Agree,Seldom,Agree,45to54,W,CouldNot
Somewhat,Agree,Always,NoWay,45to54,NE,Certain
Well,Agree,Often,Neutral,70to74,South,ProbablyNot
Completely,StronglyAgree,NAorNever,NoWay,35to44,South,Certain
Completely,StronglyAgree,NAorNever,NoWay,25to34,South,Probably
Well,Agree,Always,Agree,62to69,W,Certain
Completely,StronglyDisagree,Sometimes,Agree,55to61,MW,Probably
Well,Agree,Always,Neutral,70to74,South,Probably
Completely,Neither,Often,NoWay,70to74,W,Certain
Well,Neither,Always,Agree,70to74,W,Certain
Somewhat,Agree,NAorNever,Neutral,35to44,W,Probably
Completely,Agree,Sometimes,Agree,35to44,W,Probably
Well,Agree,Always,Agree,70to74,W,Certain
Well,Agree,NAorNever,Absolutely,25to34,MW,CouldNot
Well,Neither,Always,Neutral,75up,South,Certain
Somewhat,Agree,Always,Neutral,35to44,South,Probably
Well,Neither,Often,Neutral,45to54,NE,CouldNot
Well,Agree,Often,Agree,25to34,W,Probably
Well,StronglyAgree,Often,Neutral,45to54,W,Certain
Somewhat,Agree,Always,Agree,55to61,NE,Certain
Somewhat,Agree,NAorNever,Neutral,45to54,South,CouldNot
Well,Agree,Sometimes,Agree,45to54,W,Certain
Somewhat,Agree,Seldom,Absolutely,62to69,South,Certain
Not,Neither,Always,NoWay,70to74,NE,Certain
Somewhat,Agree,Always,Agree,35to44,W,Certain
Somewhat,Agree,Sometimes,Disagree,62to69,NE,Certain
Well,Neither,Always,Neutral,35to44,MW,DontKnow
Completely,Agree,Always,Agree,75up,South,Certain
Well,Agree,Sometimes,Neutral,18to24,NE,Probably
Somewhat,Agree,Always,Disagree,25to34,NE,Certain
Completely,Agree,Always,Neutral,75up,W,Certain
Well,Agree,Often,Agree,45to54,MW,Certain
Somewhat,Neither,Always,Neutral,70to74,W,Certain
Completely,Agree,Always,NoWay,25to34,South,Certain
Somewhat,Agree,Seldom,Absolutely,70to74,South,Certain
Well,Agree,Sometimes,Agree,45to54,W,CouldNot
Somewhat,Neither,Seldom,Neutral,55to61,W,Probably
Well,Agree,Always,Agree,55to61,NE,Certain
Well,Agree,Always,Agree,45to54,NE,Certain
Little,Agree,Always,NA,75up,South,Probably
Somewhat,Neither,Always,Neutral,75up,W,Certain
Somewhat,Neither,Always,Agree,70to74,W,Certain
Completely,StronglyAgree,Seldom,Agree,62to69,MW,Certain
Completely,Agree,Always,Neutral,55to61,South,Certain
Little,Neither,Always,Neutral,70to74,MW,Certain
Well,Disagree,Always,Agree,35to44,W,Certain
Well,Disagree,NAorNever,Agree,25to34,South,Probably
Well,Agree,Often,Agree,45to54,South,Certain
Somewhat,Neither,Always,Neutral,45to54,W,Certain
Well,Agree,Sometimes,Neutral,35to44,W,Certain
Not,Agree,NAorNever,Agree,35to44,South,CouldNot
Well,Agree,Often,Agree,45to54,MW,Probably
Somewhat,Agree,Always,Neutral,45to54,South,Probably
Little,Agree,NAorNever,NoWay,55to61,W,CouldNot
Well,Agree,Always,Agree,62to69,W,Certain
Somewhat,Agree,Always,Neutral,35to44,MW,Certain
Completely,StronglyAgree,Often,Neutral,35to44,W,Certain
Completely,StronglyAgree,Always,Neutral,35to44,NE,Certain
Well,Agree,Always,Neutral,25to34,MW,Certain
Completely,StronglyAgree,Always,Neutral,75up,NE,Certain
Somewhat,StronglyAgree,Always,Neutral,35to44,W,CouldNot
Well,Agree,Always,Agree,62to69,South,Certain
Somewhat,Agree,Always,Agree,62to69,W,Certain
Little,Agree,Always,Agree,45to54,W,Certain
Completely,StronglyAgree,Always,Disagree,45to54,South,Certain
Somewhat,Neither,Always,Neutral,62to69,South,Certain
Completely,StronglyAgree,Always,Disagree,75up,MW,Certain
Somewhat,Agree,Always,Neutral,35to44,MW,Certain
Completely,StronglyAgree,Always,Agree,70to74,W,Certain
Well,Agree,NAorNever,Neutral,25to34,MW,CouldNot
Completely,StronglyAgree,Always,Disagree,62to69,MW,Certain
Somewhat,Agree,Always,Absolutely,35to44,W,Certain
Little,StronglyAgree,NAorNever,NoWay,25to34,NE,CouldNot
Completely,StronglyAgree,Often,Disagree,18to24,W,Probably
Not,Agree,Often,Agree,55to61,NE,Probably
Well,Agree,Always,Neutral,70to74,NE,Certain
Completely,StronglyAgree,Always,NoWay,25to34,NE,Certain
Completely,Agree,Always,Neutral,62to69,W,Certain
Well,StronglyAgree,Always,Disagree,25to34,South,Certain
Somewhat,Agree,Always,Neutral,25to34,MW,Certain
Somewhat,Agree,Always,Agree,25to34,W,Certain
Completely,Agree,NAorNever,Agree,75up,NE,CouldNot
Completely,StronglyAgree,Always,Agree,55to61,NE,Certain
Well,Agree,NAorNever,NoWay,62to69,South,Certain
Somewhat,Agree,Sometimes,Neutral,62to69,MW,Certain
Somewhat,Neither,NAorNever,Disagree,45to54,W,Certain
Well,Neither,Always,Neutral,70to74,MW,Certain
Little,Agree,Often,Disagree,18to24,South,Certain
Well,Agree,Always,Disagree,75up,MW,Certain
Completely,Disagree,NAorNever,NoWay,35to44,MW,Certain
Little,Agree,Often,Neutral,25to34,South,Certain
Well,StronglyAgree,Always,Agree,75up,NE,Certain
Well,Agree,Always,Disagree,25to34,NE,Certain
Well,Agree,Always,Neutral,18to24,NE,Probably
Somewhat,StronglyAgree,Often,Neutral,25to34,W,ProbablyNot
Well,StronglyAgree,Always,Agree,45to54,W,Certain
Well,Agree,Always,Agree,62to69,MW,Certain
Somewhat,Disagree,Always,NoWay,70to74,South,Certain
Completely,Disagree,Always,NoWay,18to24,W,Certain
Well,StronglyAgree,NAorNever,Disagree,25to34,South,CouldNot
Well,Agree,Sometimes,Neutral,35to44,NE,Probably
Somewhat,Agree,Always,Neutral,75up,MW,Certain
Well,Neither,Always,Agree,75up,MW,Certain
Completely,StronglyAgree,NAorNever,Disagree,45to54,South,Certain
Completely,Agree,Always,Neutral,35to44,South,Certain
Well,Agree,Often,Agree,62to69,NE,Certain
Well,Neither,Often,Neutral,35to44,South,DontKnow
Well,Agree,Often,Neutral,45to54,MW,Certain
Completely,Agree,Always,Disagree,62to69,MW,Certain
Somewhat,Agree,Always,Disagree,75up,W,Certain
Somewhat,Agree,Seldom,Agree,25to34,W,Certain
Little,Agree,Sometimes,Absolutely,35to44,South,Certain
Well,Agree,Seldom,Neutral,25to34,NE,Certain
Completely,StronglyAgree,Sometimes,Neutral,55to61,W,Certain
Little,Agree,Sometimes,NoWay,62to69,NE,Certain
Little,Neither,Always,Neutral,75up,NE,Certain
Little,Disagree,Sometimes,NoWay,25to34,W,CouldNot
Little,Neither,NAorNever,Neutral,55to61,W,DontKnow
Well,Agree,Always,Agree,45to54,NE,Certain
Well,Neither,Sometimes,Neutral,62to69,NE,Probably
Well,StronglyAgree,Always,Disagree,62to69,South,Certain
Completely,Neither,Always,Agree,75up,NE,Certain
Well,StronglyAgree,Often,Agree,62to69,MW,Certain
Completely,StronglyAgree,Always,NoWay,45to54,MW,Certain
Somewhat,Neither,NAorNever,Agree,45to54,W,CouldNot
Completely,StronglyAgree,Always,Disagree,35to44,MW,Certain
Somewhat,StronglyAgree,Always,Absolutely,25to34,W,Certain
Completely,Agree,Seldom,Neutral,45to54,MW,Certain
Well,Agree,Always,Disagree,62to69,MW,Certain
Well,Disagree,Always,Neutral,70to74,NE,Certain
Well,Neither,Seldom,Disagree,45to54,W,Probably
Completely,Neither,Always,Agree,75up,NE,Certain
Well,Agree,NAorNever,Disagree,62to69,W,Certain
Little,Agree,Always,Neutral,62to69,NE,Certain
Well,Neither,Always,Disagree,62to69,MW,Certain
Well,StronglyAgree,NAorNever,Neutral,25to34,MW,CouldNot
Little,Agree,Always,NoWay,45to54,South,Certain
Well,Agree,Always,Agree,55to61,MW,Certain
Well,Agree,Always,Neutral,62to69,W,Certain
Somewhat,Neither,Seldom,Agree,45to54,W,Certain
Little,Agree,Always,Disagree,62to69,South,Certain
Somewhat,StronglyDisagree,Always,Disagree,70to74,MW,Certain
Completely,Agree,NAorNever,Neutral,75up,South,ProbablyNot
Completely,StronglyAgree,Often,Agree,75up,NE,Certain
Somewhat,Neither,Sometimes,Neutral,45to54,South,DontKnow
Somewhat,Agree,NAorNever,Agree,70to74,W,ProbablyNot
Completely,StronglyAgree,Sometimes,Absolutely,62to69,NE,Certain
Completely,StronglyAgree,Always,NoWay,45to54,South,Certain
Completely,Agree,Always,Neutral,75up,South,Certain
Completely,Agree,Always,NA,75up,South,Certain
Completely,Neither,Always,Agree,55to61,MW,Certain
Well,Agree,NAorNever,Neutral,25to34,South,ProbablyNot
Somewhat,Agree,Often,Neutral,62to69,South,Certain
Completely,StronglyAgree,Sometimes,Disagree,18to24,W,Probably
Well,Agree,Often,Neutral,75up,South,Probably
Well,Neither,Often,Disagree,62to69,NE,Probably
Somewhat,Agree,Sometimes,Agree,70to74,W,Probably
Well,Agree,Always,Neutral,62to69,W,Certain
Not,Agree,NAorNever,Disagree,45to54,South,CouldNot
Not,StronglyAgree,NAorNever,Disagree,25to34,South,Probably
Somewhat,StronglyDisagree,Always,Agree,75up,NE,Certain
Somewhat,Disagree,NAorNever,Disagree,25to34,MW,CouldNot
Little,StronglyDisagree,NAorNever,Disagree,35to44,NE,ProbablyNot
Well,Agree,Always,Neutral,35to44,W,Certain
Well,Agree,Sometimes,Agree,75up,MW,Certain
Well,StronglyAgree,Always,Disagree,62to69,MW,Certain
Well,StronglyAgree,Always,Neutral,62to69,South,Certain
Somewhat,Neither,Seldom,Neutral,55to61,W,Certain
Somewhat,Neither,NAorNever,Neutral,25to34,South,DontKnow
Well,Neither,NAorNever,Neutral,35to44,South,CouldNot
Well,Agree,Always,Neutral,62to69,MW,Certain
Not,Agree,Seldom,Agree,35to44,W,CouldNot
Somewhat,Neither,Often,Disagree,35to44,MW,Probably
Not,Disagree,NAorNever,Agree,45to54,South,CouldNot
Somewhat,Agree,Seldom,Agree,45to54,MW,DontKnow
Completely,Agree,Seldom,Neutral,55to61,MW,Certain
Well,Agree,Often,Neutral,70to74,South,Certain
Well,Agree,Always,Neutral,35to44,South,Certain
Somewhat,Neither,Seldom,Neutral,45to54,South,DontKnow
Somewhat,Agree,Always,Neutral,55to61,South,Certain
Completely,Agree,Always,Agree,45to54,NE,Certain
Somewhat,Neither,Sometimes,Neutral,55to61,MW,Certain
Little,Disagree,NAorNever,Absolutely,25to34,MW,CouldNot
Completely,StronglyAgree,Always,Neutral,45to54,South,Certain
Somewhat,Neither,Sometimes,Disagree,45to54,South,DontKnow
Somewhat,Agree,NAorNever,NA,62to69,MW,CouldNot
Completely,Agree,Always,Neutral,55to61,South,Certain
Somewhat,Neither,Always,Agree,75up,South,Certain
Well,StronglyAgree,Always,Neutral,75up,NE,Certain
Completely,StronglyAgree,Often,Agree,62to69,MW,Certain
Well,Neither,Seldom,Neutral,45to54,South,CouldNot
Completely,Agree,NAorNever,NoWay,25to34,MW,CouldNot
Not,Agree,Often,Disagree,70to74,South,Certain
Somewhat,Agree,Always,Neutral,75up,NE,Certain
Well,StronglyAgree,Always,Agree,55to61,W,Certain
Well,Agree,Sometimes,Disagree,62to69,MW,Certain
Well,StronglyAgree,Always,Neutral,75up,South,Certain
Little,Disagree,NAorNever,NoWay,62to69,MW,Certain
Well,Agree,Often,Neutral,55to61,MW,Certain
Somewhat,Neither,Sometimes,Agree,35to44,W,ProbablyNot
Somewhat,Neither,Seldom,Agree,62to69,South,Certain
Completely,Agree,Always,Disagree,25to34,NE,Probably
Somewhat,Agree,NAorNever,Agree,35to44,MW,CouldNot
Completely,Agree,NAorNever,Disagree,18to24,MW,ProbablyNot
Well,Neither,Always,NoWay,62to69,NE,Certain
Not,Disagree,NAorNever,Neutral,62to69,South,CouldNot
Somewhat,StronglyAgree,NAorNever,Neutral,45to54,W,Probably
Completely,Neither,Sometimes,NoWay,75up,South,Certain
Not,Agree,Always,Neutral,62to69,W,Certain
Well,StronglyAgree,Always,Disagree,25to34,W,Certain
Somewhat,Neither,Sometimes,Neutral,45to54,NE,Probably
Somewhat,Neither,Sometimes,Neutral,25to34,South,CouldNot
Somewhat,Agree,Sometimes,Neutral,35to44,South,ProbablyNot
Completely,StronglyAgree,NAorNever,NA,18to24,W,Probably
Not,Agree,NAorNever,Neutral,25to34,NE,CouldNot
Not,Neither,NAorNever,Neutral,25to34,NE,CouldNot
Well,Disagree,Always,Agree,62to69,South,Probably
Well,Disagree,NAorNever,Disagree,25to34,South,CouldNot
Somewhat,Agree,Always,Agree,75up,South,Certain
Completely,Agree,Always,Disagree,75up,South,DontKnow
Well,Agree,Always,Disagree,62to69,South,Certain
Well,Agree,NAorNever,Agree,75up,W,DontKnow
Completely,Neither,Always,Absolutely,62to69,W,Certain
Completely,Agree,Always,NoWay,25to34,South,Certain
Well,StronglyAgree,Always,NoWay,45to54,NE,Certain
Well,Agree,Often,Agree,45to54,South,Certain
Well,Agree,NAorNever,Neutral,25to34,MW,CouldNot
Completely,Agree,Always,Neutral,35to44,South,Certain
Completely,Agree,Always,Neutral,75up,MW,Certain
Somewhat,Neither,Sometimes,Neutral,25to34,MW,DontKnow
Completely,Neither,Seldom,Disagree,75up,W,Certain
Well,Agree,Seldom,Disagree,45to54,South,Certain
Well,StronglyDisagree,Always,Agree,25to34,South,Certain
Well,StronglyAgree,Always,Agree,70to74,South,CouldNot
Completely,Agree,NAorNever,Agree,25to34,W,ProbablyNot
Somewhat,Neither,Often,Neutral,62to69,MW,Certain
Well,Agree,Always,NoWay,70to74,NE,Certain
Well,Agree,NAorNever,Agree,75up,South,CouldNot
Somewhat,Neither,Always,Disagree,75up,W,Certain
Well,Agree,Always,Agree,75up,MW,Certain
Somewhat,Agree,Sometimes,Agree,62to69,South,Certain
Completely,StronglyAgree,Always,Disagree,25to34,W,Certain
Not,Neither,Always,Neutral,55to61,South,Certain
Somewhat,Agree,Seldom,Disagree,25to34,NE,CouldNot
Well,Neither,Always,Neutral,62to69,MW,Certain
Well,Agree,NAorNever,Agree,35to44,W,Certain
Somewhat,Neither,Sometimes,Agree,75up,NE,Certain
Somewhat,Disagree,Sometimes,Neutral,18to24,MW,DontKnow
Somewhat,StronglyAgree,NAorNever,NA,45to54,W,ProbablyNot
Somewhat,Disagree,Always,Agree,55to61,MW,Certain
Completely,StronglyAgree,Always,Neutral,62to69,South,Certain
Completely,StronglyAgree,Always,Agree,55to61,W,CouldNot
Somewhat,StronglyAgree,Always,Neutral,18to24,South,Probably
Well,StronglyAgree,Always,Absolutely,75up,MW,Probably
Well,Agree,Sometimes,Neutral,55to61,South,Certain
Little,Agree,Sometimes,Agree,25to34,South,Probably
Somewhat,Neither,NAorNever,Agree,25to34,South,CouldNot
Completely,Agree,Always,Agree,75up,W,Certain
Somewhat,Neither,NAorNever,Absolutely,25to34,W,Certain
Well,Neither,Always,NoWay,75up,South,Certain
Not,Neither,NAorNever,Neutral,35to44,W,ProbablyNot
Well,StronglyAgree,Always,NoWay,75up,W,Certain
Not,Agree,NAorNever,NoWay,55to61,NE,Certain
Well,Agree,Always,Neutral,25to34,South,Certain
Well,Agree,Sometimes,Neutral,25to34,NE,Certain
Somewhat,Agree,Seldom,Disagree,55to61,NE,ProbablyNot
Well,Neither,Sometimes,Neutral,25to34,NE,Probably
Little,StronglyAgree,Always,Agree,45to54,NE,Certain
Not,Agree,Sometimes,Neutral,55to61,MW,CouldNot
Somewhat,Neither,Sometimes,Neutral,45to54,South,Probably
Somewhat,Agree,Always,Neutral,35to44,W,Certain
Well,Agree,Always,Neutral,35to44,W,Certain
Somewhat,StronglyDisagree,NAorNever,Agree,25to34,NE,Certain
Completely,StronglyAgree,Always,Neutral,35to44,South,Certain
Somewhat,Neither,Always,NoWay,45to54,W,Certain
Well,StronglyAgree,Always,Disagree,62to69,NE,Certain
Completely,Agree,Sometimes,Disagree,55to61,NE,Certain
Completely,StronglyAgree,Often,Neutral,25to34,South,Certain
Somewhat,Neither,Often,Agree,62to69,W,Certain
Well,Neither,Always,Disagree,25to34,MW,Certain
Well,Agree,Always,Neutral,70to74,South,Certain
Somewhat,Neither,NAorNever,Neutral,45to54,MW,ProbablyNot
Completely,Agree,Always,Agree,25to34,NE,Certain
Well,Neither,Often,Neutral,75up,MW,ProbablyNot
Well,StronglyAgree,Always,Agree,75up,MW,Certain
Little,Agree,Sometimes,Agree,62to69,MW,Certain
Little,Agree,NAorNever,Neutral,75up,South,ProbablyNot
Somewhat,Agree,Always,Agree,75up,W,Certain
Little,Disagree,NAorNever,Neutral,35to44,W,Probably
Well,Disagree,Always,Neutral,75up,W,Probably
Well,Agree,Always,Agree,18to24,NE,ProbablyNot
Somewhat,StronglyAgree,NAorNever,NoWay,25to34,MW,ProbablyNot
Completely,StronglyAgree,Seldom,Absolutely,70to74,W,Certain
